,MRP,Price,ProductShortName,ReviewTitle,ReviewBody,ReviewStar,difference,sentiment
10,2990,1399,boAt Rockerz 255,"Running has become comfortable now
","['sound', 'quality', 'good', 'mean', 'compare', 'senheiser', 'bose', 'worth', 'priceperfect', 'use', 'run', 'earbud', 'comfortable', 'would', 'even', 'feel', 'plug']",4,1591,1
11,2990,1399,boAt Rockerz 255,"Disappointed
","['earth', 'use', 'buy', 'product', 'stop', 'work', 'one', 'monthyour', 'happiness', 'sail', 'like', 'boat']",1,1591,0
12,2990,1399,boAt Rockerz 255,"Extremely good BT earphones!! Loud and Super BASS.
","['hey', 'use', 'quite', 'budget', 'earphone', 'senn', 'soundmagic', 'piston', 'jbl', 'boat', 'rockerz', 'compare', 'boat', 'rocker', 'earphone', 'additionally', 'philips', 'basic', 'sony', 'jbl', 'headphone', 'buy', 'use', 'friend', 'relative', 'none', 'compare', 'loudness', 'bass', 'overall', 'effect', 'bt', 'earphone', 'obviously', 'audiophile', 'know', 'difference', 'good', 'sound', 'noise', 'concern', 'find', 'wire', 'hang', 'lil', 'low', 'high', 'could', 'sharpernitpicking', 'fault', 'otherwise', 'pair', 'pro']",5,1591,1
13,2990,1399,boAt Rockerz 255,"Product not good quality
","['product', 'stop', 'work', 'month', 'time']",1,1591,0
14,2990,1399,boAt Rockerz 255,"Not at all expected this on 0th Day of purchase
","['right', 'speaker', 'work', 'useless', 'productbig', 'disappointment']",1,1591,0
15,2990,1399,boAt Rockerz 255,"Good Earphones with good sound quality and build quality
","['receive', 'boat', 'earphone', 'yesterday', 'eveningsound', 'quality', 'perfect', 'good', 'combination', 'bass', 'treble', 'feel', 'every', 'beatconnectivity', 'quick', 'detect', 'connect', 'easilybattery', 'life', 'good', 'stay', 'around', 'hrsas', 'receive', 'yesterday', 'even', 'play', 'since', 'first', 'day', 'review', 'performance', 'goodearphone', 'look', 'solid', 'build', 'quality', 'good', 'magnate', 'really', 'helpful', 'hold', 'earphone', 'earphones', 'look', 'greatearphone', 'wire', 'could', 'bit', 'long', 'fine', 'sure', 'othersdidnt', 'get', 'chance', 'charge', 'sure', 'time', 'full', 'chargeone', 'thing', 'observe', 'hour', 'play', 'time', 'music', 'stop', 'play', 'middle', 'sure', 'get', 'disconnect', 'technical', 'problembut', 'overall', 'performance', 'nice', 'good', 'experience']",3,1591,1
16,2990,1399,boAt Rockerz 255,"Good Sound bad designed
","['sound', 'bass', 'quality', 'good', 'battery', 'life', 'good', 'noise', 'cancel', 'good', 'wire', 'long', 'uncomfortable', 'look', 'good', 'wire', 'start', 'top', 'look', 'bad', 'anyway', 'everything', 'ok']",4,1591,1
17,2990,1399,boAt Rockerz 255,"Good product with decent pros
","['product', 'good', 'buy', 'look', 'decent', 'bluetooth', 'earphone', 'repute', 'brandsound', 'quality', 'pretty', 'good', 'good', 'amount', 'bassdurability', 'material', 'seem', 'durable', 'earphone', 'light', 'weightbattery', 'life', 'decent', 'battery', 'life', 'upto', 'hour', 'playtime', 'volumeconnectivity', 'get', 'connect', 'second', 'sometimes', 'get', 'disconnect', 'within', 'small', 'rangecall', 'quality', 'call', 'quality', 'decent', 'person', 'end', 'call', 'clearly', 'however', 'need', 'place', 'mic', 'exactly', 'near', 'mouth', 'sometimes', 'call', 'get', 'distort']",3,1591,1
18,2990,1399,boAt Rockerz 255,"Below average product, don’t buy
","['average', 'product', 'happy', 'allpros', 'good', 'sound', 'qualitycon', 'uncomfortable', 'silicon', 'bud', 'soft', 'buy', 'memory', 'foam', 'bud', 'pair', 'use', 'itbattery', 'life', 'ok', 'give', 'low', 'battery', 'alarm', 'die', 'within', 'minlittle', 'heavy', 'earsno', 'return', 'possible']",1,1591,0
19,2990,1399,boAt Rockerz 255,"Overall good but not that worth
","['problem', 'earpiece', 'metal', 'heavy', 'normal', 'wire', 'earpiece', 'make', 'you', 'feel', 'uncomfortable', 'you', 'start', 'feel', 'heavy', 'ur', 'ear', 'earbud', 'sleepery', 'heavy', 'earpiece', 'sleepery', 'earbud', 'make', 'you', 'irritate', 'seem', 'like', 'boat', 'focusse', 'bass', 'earphone', 'note', 'word', 'bass', 'much', 'bass', 'long', 'time', 'surely', 'give', 'you', 'headache', 'buy', 'think', 'worth', 'senhessier', 'cx', 'wire', 'earphone', 'way', 'much', 'well', 'way', 'much', 'you', 'want', 'buy', 'buy', 'sake', 'wireless', 'feature', 'sound', 'build', 'quality']",3,1591,1
20,2990,1399,boAt Rockerz 255,"Budget friendly
","['product', 'great', 'intially', 'real', 'test', 'month', 'useso', 'review', 'product', 'two', 'month', 'earphone', 'drive', 'rich', 'sound', 'quality', 'inspite', 'neck', 'band', 'make', 'much', 'durable', 'flat', 'wire', 'durable', 'magnet', 'save', 'loose', 'degree', 'tilt', 'earbud', 'fit', 'right', 'ear', 'check', 'degree', 'tilt', 'earphone', 'day', 'weather', 'comfortable', 'come', 'pair', 'extra', 'bud', 'small', 'big', 'medium', 'one', 'already', 'connectivity', 'dual', 'phone', 'easy', 'shownconnect', 'earphone', 'phone', 'usualdisconnect', 'phone', 'switch', 'bluetooth', 'phone', 'anow', 'connect', 'earphone', 'phone', 'bswitch', 'earphone', 'switch', 'backopen', 'bluetooth', 'set', 'phone', 'bfrom', 'pair', 'device', 'list', 'select', 'boat', 'rocker', 'device', 'timeon', 'earphone', 'get', 'hear', 'connect', 'boat', 'rockerz', 'twice', 'get', 'crack', 'sound', 'ideal', 'dial', 'number', 'dial', 'battery', 'life', 'accuratesometime', 'work', 'hour', 'battery', 'sometime', 'dead', 'rely', 'battery', 'indicator', 'battery', 'charge', 'hour', 'work', 'constantly', 'hour', 'normal', 'volumei', 'hope', 'help', 'mark', 'helpful', 'sooverall', 'go', 'get', 'excite', 'deal', 'product']",4,1591,1
21,2990,1399,boAt Rockerz 255,"Just received the product and one side of the earphone is not working
","['guy', 'check', 'product', 'sell', 'receive', 'product', 'one', 'side', 'earphone', 'work']",5,1591,1
22,2990,1399,boAt Rockerz 255,"Satisfied totally
","['get', 'today', 'really', 'love', 'product', 'awesome', 'sound', 'think', 'buy', 'airpod', 'friend', 'suggest', 'spend', 'much', 'order', 'really', 'amaze', 'look', 'good', 'great', 'sound', 'hurt', 'ua', 'ear', 'totally', 'satisfied', 'could', 'say', 'battery', 'get', 'today']",5,1591,1
23,2990,1399,boAt Rockerz 255,"Don't buy
","['rightside', 'speaker', 'stop', 'work', 'within', 'day']",1,1591,0
24,2990,1399,boAt Rockerz 255,"Unable to connect two devices simultaneously
","['overall', 'goodbut', 'unable', 'connect', 'two', 'device', 'simultaneously', 'please', 'guide', 'thatthank']",4,1591,1
25,2990,1399,boAt Rockerz 255,"Read carefully!!!
","['bring', 'last', 'week', 'frankit', 'really', 'awesome', 'beyond', 'expectationssound', 'quality', 'like', 'personal', 'home', 'theatretoo', 'clear', 'loud', 'enough', 'listen', 'every', 'single', 'bit', 'musicand', 'come', 'battery', 'backup', 'say', 'work', 'near', 'one', 'morei', 'saygo']",5,1591,1
26,2990,1399,boAt Rockerz 255,"Defective product
","['defective', 'product', 'work', 'return', 'defective', 'product']",1,1591,0
27,2990,1399,boAt Rockerz 255,"Dont buy it.
","['although', 'sound', 'quality', 'good', 'purpose', 'buy', 'wireless', 'earphone', 'control', 'button', 'work', 'buy', 'product', 'withe', 'week', 'control', 'stop', 'respond', 'switch', 'anythingreplace', 'get', 'refund', 'buy', 'another', 'piece', 'different', 'color', 'wear', 'dayboth', 'time', 'seller', 'appario', 'retail', 'private', 'ltd', 'leave', 'wisdom', 'whether', 'want', 'buy', 'never', 'buy', 'brand', 'least', 'platform']",1,1591,0
28,2990,1399,boAt Rockerz 255,"Really boat beating all others in the price range of 5 or 6k
","['prime', 'customer', 'amazon', 'always', 'purchase', 'product', 'much', 'research', 'buy', 'boat', 'rokerz', 'sale', 'trust', 'blow', 'away', 'use', 'sony', 'headphone', 'price', 'range', 'similar', 'price', 'range', 'sound', 'quality', 'battery', 'life', 'seem', 'good', 'test', 'describe', 'update', 'soon', 'durability', 'perfect', 'fit', 'pain', 'discomfort', 'really', 'boat', 'fantastic', 'job', 'amaze', 'music', 'quality', 'superb', 'bass', 'high', 'mid', 'low', 'go']",5,1591,1
29,2990,1399,boAt Rockerz 255,"Not so good
","['battery', 'faulty']",1,1591,0
30,2990,1399,boAt Rockerz 255,"Really Cheep Quality
","['boat', 'blue', 'tooth', 'ye', 'doubt', 'voice', 'quality', 'amaze', 'day', 'big', 'fan', 'boat', 'voice', 'side', 'go', 'even', 'day', 'able', 'hear', 'anything', 'one', 'sideboat', 'service', 'pathetic', 'raise', 'complaint', 'almost', 'back', 'replacement', 'rapair', 'reach', 'rapir', 'center', 'sure', 'many', 'day', 'boat', 'take', 'repair', 'big', 'suggestion', 'buy']",2,1591,0
31,2990,1399,boAt Rockerz 255,"Awesome bass and battery life
","['awesome', 'bass', 'even', 'low', 'volume', 'bass', 'thing', 'earphone', 'really', 'like', 'sound', 'could', 'clarity', 'nonetheless', 'goodgreat', 'battery', 'life', 'well', 'last', 'hoursthe', 'grouse', 'comfortable', 'change', 'plug', 'small', 'ear', 'still', 'hurt', 'maybe', 'take', 'get', 'use', 'tospent', 'great', 'indian', 'sale', 'definitely', 'worth']",5,1591,1
32,2990,1399,boAt Rockerz 255,"Review update - Product failed after a few months
","['update', 'sadly', 'second', 'boat', 'product', 'conk', 'month', 'use', 'guess', 'end', 'journey', 'boat', 'audio', 'buy', 'product', 'brand', 'change', 'rating', 'reflect', 'samei', 'market', 'cheap', 'pair', 'bluetooth', 'earphone', 'chance', 'upon', 'lightning', 'deal', 'buy', 'use', 'boat', 'product', 'good', 'build', 'quality', 'sound', 'alright', 'write', 'month', 'enough', 'time', 'live', 'get', 'know', 'quirk', 'problems•', 'sound', 'nothing', 'great', '', 'bit', 'bassy', 'side', 'bass', 'lover', 'definitely', 'good', 'buy•', 'connectivity', 'quick', 'painless', '', 'work', 'without', 'hassle', 'every', 'time', 'quality', 'connectivity', 'depend', 'sometimes', 'weird', 'put', 'phone', 'charge', 'use', 'distance', 'meter', 'worry', 'sometimes', 'walk', 'really', 'fast', 'jog', 'break', 'crackle', 'audio', 'sure', '', 'material', 'gym', 'wear', 'work', 'well', 'phone', '', 'jeans•', 'battery', 'life', 'nothing', 'write', 'home', '', 'listen', 'music', 'constantly', 'even', 'work', 'demand', 'probably', 'high', 'price', 'range•', 'sweatproof', 'advertise', 'interruption', 'light', 'drizzle•', '', 'get', 'great', 'build', 'quality', 'price', '', 'look', 'feel', 'premium', 'tangle', 'all•', 'stay', 'ear', 'regardless', 'intensity', 'exercise', 'greaton', 'whole', 'great', 'buy', 'look', 'cheap', 'alternative', 'wait', 'sale', 'get', 'thoughlike', 'review', 'please', 'click', 'helpful', 'button', 'encourage', 'share', 'product', 'use', 'thank']",1,1591,0
33,2990,1399,boAt Rockerz 255,"Ok quality
","['headphone', 'good', 'begin', 'week', 'get', 'disturbance', 'left', 'side', 'earpiece', 'stay', 'sometime']",1,1591,0
34,2990,1399,boAt Rockerz 255,"Good sound quality
","['audio', 'quality', 'pretty', 'good', 'way', 'speak', 'bye', 'amigo', 'turn', 'also', 'uniqueits', 'durable', 'design', 'rightit', 'mic', 'opening', 'towards', 'engrave', 'rest', 'headphone', 'completely', 'coveredwhich', 'make', 'water', 'resistant', 'guessonly', 'thing', 'look', 'weird', 'leav', 'hang', 'around', 'neck', 'unlike', 'bluetooth', 'headphone', 'hard', 'collar', 'kind', 'thing', 'wire', 'stretch', 'hang', 'low', 'neck', 'hard', 'collar', 'kind', 'one', 'look', 'like', 'small', 'neck', 'accessory', 'leave', 'hangingeith', 'way', 'like', 'product', 'job', 'battery', 'back', 'also', 'really', 'good']",4,1591,1
35,2990,1399,boAt Rockerz 255,"Amazing product. Just go for it.
","['close', 'eye', 'go', 'amaze', 'price', 'get', 'festival', 'sale', 'cost', 'rupee', 'everything', 'perfect', 'bluetooth', 'earphone', 'bass', 'amaze', 'even', 'sony', 'jbl', 'bt', 'earphone', 'sound', 'crystal', 'clear', 'mic', 'quality', 'decent', 'battery', 'life', 'hour', 'playback', 'noise', 'cancellation', 'pretty', 'enough', 'impressed', 'earphone', 'last', 'earphone', 'stereo', 'support', 'enjoy', 'song', 'also', 'play', 'pubg', 'bluetooth', 'earphone', 'really', 'love', 'boat']",5,1591,1
36,2990,1399,boAt Rockerz 255,"Frequent failures.
","['item', 'render', 'defective', 'three', 'time', 'less', 'two', 'month', 'usage', 'first', 'two', 'time', 'due', 'charge', 'issue', 'third', 'time', 'due', 'sound', 'distortion', 'warranty', 'item', 'repair', 'first', 'two', 'time', 'register', 'compliant', 'third', 'failure', 'product', 'spend', 'time', 'service', 'centre', 'use', 'completely', 'dissatisfied', 'reliability', 'product']",1,1591,0
37,2990,1399,boAt Rockerz 255,"Puchase it for sub 1000 price during offers otherwise it will be too expensive for its quality.
","['purchase', 'price', 'justify', 'quality', 'music', 'purpose', 'lag', 'bass', 'still', 'justify', 'price', 'basic', 'function', 'work', 'desire', 'like', 'override', 'use', 'button', 'startup', 'shut', 'voice', 'annoy', 'could', 'keep', 'subtleand', 'also', 'battery', 'drain', 'quickly', 'microphone', 'bad', 'person', 'end', 'able', 'hear', 'clearly', 'build', 'quality', 'cheap', 'expect', 'durable', 'long', 'keep', 'safealso', 'use', 'run', 'audio', 'start', 'interrupt', 'regularly', 'annoy', 'abstain', 'use', 'morning', 'jog', 'experience', 'give', 'star']",2,1591,0
38,2990,1399,boAt Rockerz 255,"Average product
","['reason', 'average', 'product', 'pro', 'excellent', 'con', 'also', 'work', 'itpros', 'good', 'noise', 'cancellationexcellent', 'sound', 'qualityrange', 'badgood', 'battery', 'lifecon', 'soft', 'earbud', 'small', 'hole', 'wear', 'helmet', 'slight', 'change', 'angle', 'earpiece', 'unable', 'hear', 'anything', 'earpiece', 'unless', 'correct', 'angledurability', 'left', 'earpiece', 'headphone', 'stop', 'work', 'within', 'month', 'use', 'company', 'repair', 'give', 'back', 'time', 'take', 'long', 'also', 'left', 'earpiece', 'project', 'low', 'sound', 'right', 'oneit', 'inform', 'bluetooth', 'get', 'disconnect', 'go', 'rangebecome', 'useless', 'battery', 'reach', 'keep', 'inform', 'oops', 'battery', 'low', 'every', 'minute', 'next', 'minute', 'switch']",3,1591,1
39,2990,1399,boAt Rockerz 255,"Great earphones fir bass, MIC has no noise cancellation
","['grear', 'earphone', 'sceptical', 'buy', 'price', 'less', 'wireless', 'ear', 'phone', 'bass', 'point', 'battery', 'life', 'approx', 'hour', 'hardly', 'feel', 'ear', 'mic', 'pick', 'noise', 'one', 'minus', 'still', 'hear', 'sound', 'mic', 'sensitive', 'speak', 'almost', 'still', 'person', 'get']",5,1591,1
40,2990,1399,boAt Rockerz 255,"No Second Thought.....Just Go for It.........
","['get', 'product', 'pm', 'immediately', 'open', 'package', 'see', 'condition', 'however', 'come', 'well', 'pack', 'box', 'top', 'amazons', 'insulate', 'cover', 'invoice', 'open', 'headphone', 'put', 'charge', 'laptop', 'minute', 'start', 'use', 'itpros', 'connect', 'new', 'oneplust', 'within', 'time', 'give', 'sound', 'bold', 'voice', 'state', 'connect', 'boat', 'rocerz', 'base', 'really', 'awesome', 'able', 'hear', 'vocal', 'properly', 'well', 'mount', 'ear', 'tip', 'help', 'use', 'headphone', 'long', 'call', 'quality', 'fine', 'noise', 'cancellation', 'music', 'good', 'listen', 'drivingcon', 'multifunctional', 'compatible', 'phone', 'assumption', 'could', 'able', 'get', 'next', 'song', 'previous', 'song', 'noise', 'cancellation', 'much', 'awesome', 'yeah', 'able', 'listen', 'voice', 'properly', 'side', 'give', 'pause', 'minute', 'song', 'listen', 'go', 'back', 'phone', 'replay', 'againoverall', 'satisfactory', 'deal', 'worth', 'every', 'rupee', 'spend', 'second', 'product', 'boat', 'strongly', 'recommend']",4,1591,1
41,2990,1399,boAt Rockerz 255,"SUPERB
","['sound', 'quality', 'good', 'noise', 'cancellation', 'upto', 'mark', 'battery', 'quality', 'decent', 'charge', 'enjoy', 'upto', 'music', 'without', 'issue']",4,1591,1
42,2990,1399,boAt Rockerz 255,"Just go for it
","['awesome', 'good', 'budget', 'wireless', 'earphone']",5,1591,1
43,2990,1399,boAt Rockerz 255,"Good bluetooth headset if its under 1K.
","['product', 'design', 'good', 'durable', 'good', 'feature', 'sound', 'quality', 'design', 'however', 'like', 'battery', 'backup', 'hardly', 'hr', 'continuously', 'power', 'require', 'charge', 'atleast', 'day', 'overall', 'would', 'say', 'good', 'deal', 'max', 'inr', 'otherwise', 'recommend']",5,1591,1
44,2990,1399,boAt Rockerz 255,"A good multipoint option for Rs. 999
","['get', 'r', 'great', 'deal', 'pricebought', 'socially', 'multipoint', 'featureswork', 'great', 'mobile', 'find', 'keep', 'run', 'connect', 'issue', 'windows', 'laptop', 'may', 'take', 'connect', 'back', 'windows', 'laptopbattery', 'okay', 'take', 'whole', 'daydont', 'expect', 'noise', 'cancellation', 'sound', 'great', 'enjoy', 'bass', 'another', 'little', 'annoy', 'thing', 'apart', 'connect', 'windows', 'laptop', 'crackle', 'sound', 'hear', 'sometime', 'reason', 'even', 'close', 'proximity', 'stream', 'device']",3,1591,1
45,2990,1399,boAt Rockerz 255,"Too good in this price... Am so happy,😃😊
","['product', 'perfect', 'purchase', 'charge', 'request', 'replacementreplacement', 'quick', 'prominent', 'thank', 'boat', 'teampros', '•soft', 'feel', 'wear', 'boat', 'rockerze', 'look', 'also', 'good•the', 'sound', 'quality', 'excellent', 'like', 'premium', 'brands•i', 'use', 'receive', 'product', 'without', 'charge', 'go', 'battery', 'last', 'full', 'happy•value', 'moneycon', 'find', 'still']",5,1591,1
46,2990,1399,boAt Rockerz 255,"Detailed Review
","['pro', 'charge', 'time', 'hr', 'backup', 'good', 'full', 'day', 'use', 'hr', 'continuoustwo', 'lead', 'color', 'red', 'blue', 'use', 'blue', 'light', 'blink', 'every', 'secsinbuild', 'ringtone', 'trrin', 'trrin', 'typeusing', 'honor', 'show', 'battery', 'icon', 'stagesgive', 'warn', 'low', 'battery', 'connect', 'disconnect', 'human', 'voicelightwightgood', 'build', 'qualityi', 'replace', 'rubber', 'earplug', 'piston', 'earphone', 'plug', 'pair', 'come', 'package', 'soft', 'fineyou', 'control', 'volume', 'pc', 'mobile', 'depend', 'device', 'currently', 'playingi', 'use', 'piston', 'onemore', 'music', 'quality', 'level', 'pretty', 'decent', 'bass', 'balancedcons', 'range', 'real', 'world', 'play', 'well', 'you', 'room', 'moment', 'walk', 'room', 'distortion', 'occursmic', 'sensitive', 'work', 'fine', 'far', 'complain', 'end', 'use', 'outside', 'roomwhen', 'keep', 'charge', 'get', 'switch', 'reconnect', 'big', 'issue', 'first', 'doubt', 'batterysound', 'qualitymic', 'quality', 'use', 'happy', 'even', 'though', 'use', 'one', 'boat', 'mi', 'earphone', 'samsung', 'earphone', 'phillips', 'etc']",4,1591,1
47,2990,1399,boAt Rockerz 255,"Not a great product but great for price.
","['get', 'reason', 'give', 'rating', 'casual', 'listener', 'decent', 'sound', 'find', 'clear', 'comparable', 'hires', 'earphone', 'ofcourse', 'good', 'amount', 'bass', 'deep', 'bass', 'instead', 'muddy', 'bass', 'else', 'expect', 'price', 'good', 'casual', 'music', 'find', 'little', 'weird', 'watch', 'movie', 'connectivity', 'ok', 'great', 'cause', 'put', 'phone', 'behind', 'body', 'like', 'case', 'you', 'keep', 'ur', 'phone', 'back', 'pocket', 'connection', 'get', 'lose', 'moreover', 'since', 'bluetooth', 'even', 'range', 'around', 'less', 'build', 'quality', 'seem', 'good', 'time', 'tell', 'another', 'boat', 'product', 'call', 'boat', 'rockerz', 'flagship', 'product', 'good', 'product', 'year', 'still', 'run', 'strong', 'though', 'use', 'daily', 'driver', 'problem', 'earpad', 'really', 'bad', 'shape', 'similar', 'hope', 'product', 'confuse', 'similarly', 'price', 'earphone', 'like', 'boult', 'tagg', 'bother', 'chinese', 'earphone', 'rebrande', 'market', 'boat', 'tagg', 'etc', 'believe', 'sound', 'similar', 'mrp', 'write', 'basically', 'maketing', 'gimmick', 'way', 'kinda', 'earphone', 'could', 'cost', 'audiophiles', 'well', 'one', 'look', 'anyway', 'happy', 'shopping']",4,1591,1
48,2990,1399,boAt Rockerz 255,"Bad sound quality
","['bad', 'product']",1,1591,0
49,2990,1399,boAt Rockerz 255,"Quality of the sound is really awesome. But the company also must look at it's build quality.
","['nice', 'product', 'love', 'sound', 'bass', 'purchase', 'another', 'two', 'family', 'member', 'make', 'sure', 'sound', 'quality', 'one', 'thing', 'really', 'concern', 'build', 'quality', 'mine', 'replace', 'two', 'time', 'till', 'power', 'button', 'issue', 'take', 'day', 'replace', 'product', 'first', 'time', 'day', 'purchase', 'three', 'month', 'clame', 'new', 'replacement', 'good', 'one', 'lets', 'see', 'many', 'day', 'go']",4,1591,1
50,2990,1399,boAt Rockerz 255,"Worth the price , best quality, IPx5 instead of IPx4
","['well', 'use', 'boat', 'product', 'good', 'beforepro', 'base', 'good', 'water', 'resistant', 'doscription', 'say', 'earphone', 'box', 'say', 'even', 'well', 'update', 'product', 'description', 'magnet', 'lock', 'design', 'con', 'cable', 'bit', 'long', 'control', 'box', 'side', 'little', 'hard', 'cable', 'back', 'remain', 'cable', 'longabove', 'good', 'product', 'recommend', 'people', 'want', 'buy', 'cheap', 'good', 'wireless', 'earphone']",4,1591,1
51,2990,1399,boAt Rockerz 255,"Disappointed
","['totally', 'disappointed', 'product', 'return', 'boat', 'rockerz', 'well']",1,1591,0
52,2990,1399,boAt Rockerz 255,"Poor Battery and Connectivity
","['pleased', 'write', 'review', 'talk', 'pro', 'con', 'pro', 'good', 'great', 'good', 'noise', 'cancellationcon', 'forget', 'buying', 'plan', 'use', 'game', 'like', 'battle', 'royale', 'game', 'issue', 'latency', 'bluetooth', 'lag', 'hear', 'noise', 'second', 'fire', 'gun', 'disspointed', 'battery', 'backup', 'max', 'hour', 'continously', 'use', 'low', 'volume', 'wrong', 'place', 'charge', 'port', 'instal', 'difficult', 'plugin', 'plug']",1,1591,0
53,2990,1399,boAt Rockerz 255,"Best quality for the price
","['really', 'like', 'base', 'sound', 'quality', 'price', 'good', 'listen', 'music', 'bose', 'qc', 'use', 'day', 'day', 'basis', 'carry', 'qc', 'wherever', 'go', 'practical', 'go', 'headphone', 'quite', 'enough', 'music', 'need', 'microphone', 'work', 'expectedthe', 'issue', 'headphone', 'announce', 'battery', 'percentage', 'however', 'oneplus', 'show', 'headphone', 'battery', 'connect', 'headphone', 'give', 'annoy', 'message', 'battery', 'low', 'onwards']",5,1591,1
54,2990,1399,boAt Rockerz 255,"Not the worth
","['bring', 'piece', 'read', 'lot', 'review', 'etc', 'purchase', 'start', 'use', 'turn', 'say', 'battery', 'low', 'fine', 'initial', 'product', 'charge', 'battery', 'full', 'start', 'use', 'start', 'reconnecte', 'time', 'sound', 'start', 'disappear', 'check', 'range', 'manual', 'say', 'see', 'place', 'mobile', 'shirt', 'pocket', 'perfect', 'work', 'move', 'pant', 'pocket', 'disconnect', 'reconnecte', 'keep', 'happen', 'charge', 'totally', 'waste', 'time', 'value', 'try', 'many', 'time', 'get', 'know', 'small', 'range', 'one', 'come', 'proper', 'range']",1,1591,0
55,2990,1399,boAt Rockerz 255,"Please don't buy this it's been only three months and it's one earphone is not working properly .
","['bad', 'month', 'one', 'earphone', 'work', 'one', 'year', 'warranty', 'useless', 'service', 'centre', 'service', 'help', 'waste', 'money']",1,1591,0
